pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,sy_dist,sy_disterr1,sy_disterr2
Kepler-1395 b,Kepler-1395,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.78470649,2.72e-05,-2.72e-05,0.0,0.8,0.09,-0.06,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6138.0,66.83,-60.63,0.0,1.23,0.12,-0.08,0.0,1.17,0.04,-0.03,0.0,0.12,0.073,-0.068,0.0,[Fe/H],492.894,7.089,-6.894
K2-373 b,K2-373,1,1,1,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,11.02066,0.001431,-0.001368,0.0,2.061,0.147,-0.14,0.0,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,6138.0,138.0,-138.0,0.0,1.49,0.08,-0.08,0.0,1.16,0.5,-0.35,0.0,0.049,0.235,-0.235,0.0,[Fe/H],229.567,2.114,-2.076
Kepler-1632 b,Kepler-1632,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,448.303558,0.004164,-0.004164,0.0,2.47,0.84,-0.35,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6137.0,159.61,-176.47,0.0,1.19,0.4,-0.17,0.0,1.12,0.14,-0.1,0.0,0.0,0.131,-0.194,0.0,[Fe/H],716.76,6.705,-6.585
Kepler-1551 b,Kepler-1551,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,24.4973698,0.0002094,-0.0002094,0.0,2.66,0.91,-0.42,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6136.0,242.35,-164.67,0.0,1.22,0.42,-0.18,0.0,1.14,0.17,-0.09,0.0,0.01,0.135,-0.17,0.0,[Fe/H],1463.72,53.045,-53.045
HD 8535 b,HD 8535,1,2,1,Radial Velocity,2010,La Silla Observatory,Published Confirmed,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,1313.0,28.0,-28.0,0.0,,,,,,,,,216.1244,22.2481,-12.7132,0.0,0.15,0.09,-0.05,0.0,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,G0 V,6136.0,18.0,-18.0,0.0,1.19,0.04,-0.04,0.0,1.13,,,0.0,0.06,0.02,-0.02,0.0,[Fe/H],55.4401,0.0961,-0.0957
HD 52265 b,HD 52265,1,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,119.27,0.02,-0.02,0.0,,,,,,,,,384.5743,15.8915,-15.8915,0.0,0.27,0.02,-0.02,0.0,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,6136.0,,,0.0,,,,,1.2,,,0.0,,,,,,29.9803,0.0424,-0.0423
Kepler-356 c,Kepler-356,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,13.121632,8.8e-05,-8.8e-05,0.0,1.81,0.33,-0.33,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6133.0,100.0,-100.0,0.0,1.33,0.24,-0.24,0.0,,,,,,,,,,707.559,10.503,-10.205
Kepler-356 b,Kepler-356,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.612696,2.1e-05,-2.1e-05,0.0,1.57,0.29,-0.29,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6133.0,100.0,-100.0,0.0,1.33,0.24,-0.24,0.0,,,,,,,,,,707.559,10.503,-10.205
Kepler-1346 b,Kepler-1346,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.40165668,1.161e-05,-1.161e-05,0.0,1.58,0.56,-0.21,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6133.0,118.39,-160.7,0.0,1.21,0.43,-0.15,0.0,1.14,0.15,-0.08,0.0,0.04,0.135,-0.154,0.0,[Fe/H],843.701,13.201,-13.201
Kepler-1609 b,Kepler-1609,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,114.34219,0.004097,-0.004097,0.0,2.22,0.9,-0.32,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6132.0,88.96,-146.65,0.0,1.27,0.51,-0.17,0.0,1.18,0.16,-0.09,0.0,0.1,0.145,-0.126,0.0,[Fe/H],1826.04,100.88,-91.03
Kepler-1288 b,Kepler-1288,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.76122421,1.477e-05,-1.477e-05,0.0,1.12,0.47,-0.16,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6132.0,87.95,-135.79,0.0,1.29,0.54,-0.17,0.0,1.2,0.16,-0.08,0.0,0.14,0.157,-0.143,0.0,[Fe/H],814.078,,
Kepler-1672 b,Kepler-1672,1,1,1,Transit,2020,Kepler,Published Confirmed,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,150.878,,,0.0,2.97,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6131.95,129.6,-113.8,0.0,1.09,0.05,-0.06,0.0,1.16,0.19,-0.13,0.0,-0.25,0.047,-0.047,0.0,[M/H],391.181,4.512,-4.411
Kepler-1300 b,Kepler-1300,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,22.2419092,0.0002454,-0.0002454,0.0,1.37,0.3,-0.31,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6130.0,87.31,-108.91,0.0,1.79,0.38,-0.41,0.0,1.29,0.16,-0.15,0.0,0.05,0.102,-0.064,0.0,[Fe/H],777.025,14.561,-14.044
HD 31253 b,HD 31253,1,1,1,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,466.0,3.0,-3.0,0.0,,,,,,,,,197.0546,38.1396,-38.1396,0.0,0.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6130.0,22.0,-22.0,0.0,1.75,0.04,-0.04,0.0,1.7,0.25,-0.25,0.0,0.17,,,0.0,[Fe/H],58.1438,0.1507,-0.1498
Kepler-741 b,Kepler-741,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.03902374,1.488e-05,-1.488e-05,0.0,2.97,1.01,-0.35,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6129.0,80.64,-111.81,0.0,1.24,0.42,-0.15,0.0,1.16,0.13,-0.08,0.0,0.07,0.137,-0.135,0.0,[Fe/H],1661.87,77.76,-71.24
Kepler-1256 b,Kepler-1256,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.4127754,0.000108,-0.000108,0.0,1.49,0.44,-0.22,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6129.0,67.94,-69.29,0.0,1.36,0.27,-0.19,0.0,1.17,0.09,-0.06,0.0,0.05,0.092,-0.077,0.0,[Fe/H],891.192,13.1485,-13.1485
Kepler-1056 b,Kepler-1056,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,27.495606,0.0001457,-0.0001457,0.0,3.01,1.33,-0.6,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6127.0,199.75,-285.27,0.0,1.2,0.51,-0.21,0.0,1.12,0.2,-0.12,0.0,0.02,0.13,-0.18,0.0,[Fe/H],982.51,19.3375,-19.3375
Kepler-1398 c,Kepler-1398,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.13827595,2.616e-05,-2.616e-05,0.0,1.03,0.37,-0.15,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6126.0,115.41,-125.42,0.0,1.18,0.37,-0.14,0.0,1.13,0.12,-0.08,0.0,0.01,0.136,-0.172,0.0,[Fe/H],852.204,10.609,-10.609
Kepler-1398 b,Kepler-1398,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.78815679,2.021e-05,-2.021e-05,0.0,0.9,0.28,-0.12,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6126.0,115.41,-125.42,0.0,1.18,0.37,-0.14,0.0,1.13,0.12,-0.08,0.0,0.01,0.136,-0.172,0.0,[Fe/H],852.204,10.609,-10.609
Kepler-502 b,Kepler-502,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.28686431,3.22e-06,-3.22e-06,0.0,4.77,1.46,-0.66,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6125.0,113.77,-154.49,0.0,1.22,0.37,-0.16,0.0,1.15,0.13,-0.09,0.0,0.05,0.138,-0.155,0.0,[Fe/H],1591.04,55.17,-51.65
HD 25171 b,HD 25171,1,2,1,Radial Velocity,2010,La Silla Observatory,Published Confirmed,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,1802.29,24.12,-22.92,0.0,,,,,,,,,290.81445,3.49613,-3.81396,0.0,0.042,0.046,-0.029,0.0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,6125.0,21.0,-21.0,0.0,1.23,0.04,-0.04,0.0,1.08,0.02,-0.02,0.0,-0.12,0.04,-0.04,0.0,[Fe/H],55.6146,0.0928,-0.0925
HATS-24 b,HATS-24,1,1,1,Transit,2017,HATSouth,Published Confirmed,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,1.3484978,9e-07,-9e-07,0.0,15.637,0.639,-0.639,0.0,718.2958,54.0311,-54.0311,0.0,718.2958,54.0311,-54.0311,0.0,0.0,,,0.0,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,,6125.0,94.0,-94.0,0.0,1.12,0.04,-0.05,0.0,1.07,0.03,-0.05,0.0,-0.229,0.058,-0.058,0.0,[Fe/H],494.182,12.468,-11.88
Qatar-10 b,Qatar-10,1,1,1,Transit,2019,Qatar,Published Confirmed,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,1.645321,1e-05,-1e-05,0.0,17.295,0.448,-0.448,0.0,233.92288,28.6047,-28.6047,0.0,233.92288,28.6047,-28.6047,0.0,0.0,,,0.0,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,F7 V,6124.0,46.0,-46.0,0.0,1.25,0.03,-0.03,0.0,1.16,0.07,-0.07,0.0,0.016,0.089,-0.089,0.0,[Fe/H],559.068,6.085,-5.957
HD 153950 b,HD 153950,1,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,499.39999,3.6,-3.6,0.0,,,,,,,,,937.5985,92.1707,-92.1707,0.0,0.34,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6124.0,81.0,-81.0,0.0,1.28,0.04,-0.04,0.0,1.25,0.18,-0.18,0.0,-0.01,,,0.0,[Fe/H],48.4549,0.1168,-0.1163
Kepler-535 b,Kepler-535,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.90332155,4.54e-06,-4.54e-06,0.0,2.36,0.33,-0.21,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6123.0,74.81,-69.56,0.0,1.27,0.18,-0.11,0.0,1.18,0.06,-0.04,0.0,0.13,0.082,-0.075,0.0,[Fe/H],685.599,5.968,-5.868
Kepler-1836 b,Kepler-1836,1,1,1,Transit,2021,Kepler,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.25416994,,,0.0,2.553,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6123.0,190.0,-232.0,0.0,0.99,0.32,-0.11,0.0,1.05,0.14,-0.14,0.0,-0.14,0.25,-0.35,0.0,[Fe/H],1472.62,71.77,-65.5
HD 159243 c,HD 159243,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,248.4,4.9,-4.9,0.0,,,,,,,,,603.9,41.32,-41.32,0.0,0.075,0.05,-0.05,0.0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,G0 V,6123.0,65.0,-65.0,0.0,1.12,0.05,-0.05,0.0,1.12,0.03,-0.03,0.0,0.05,0.04,-0.04,0.0,[Fe/H],73.3055,0.2358,-0.2344
HD 159243 b,HD 159243,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,12.62,0.004,-0.004,0.0,,,,,,,,,359.13,15.89,-15.89,0.0,0.02,0.018,-0.018,0.0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,G0 V,6123.0,65.0,-65.0,0.0,1.12,0.05,-0.05,0.0,1.12,0.03,-0.03,0.0,0.05,0.04,-0.04,0.0,[Fe/H],73.3055,0.2358,-0.2344
Kepler-618 d,Kepler-619,1,1,3,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,11.67894236,2.452e-05,-2.452e-05,0.0,4.17,1.31,-0.44,0.0,,,,,,,,,0.0,,,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6122.0,169.0,-190.0,0.0,0.96,0.3,-0.1,0.0,1.04,0.14,-0.14,0.0,-0.18,0.25,-0.35,0.0,[Fe/H],900.678,16.3815,-16.3815
Kepler-1896 b,Kepler-1896,1,1,1,Transit,2021,Kepler,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,44.87020111,,,0.0,3.099,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6122.0,192.0,-235.0,0.0,1.0,0.31,-0.1,0.0,1.07,0.14,-0.15,0.0,-0.1,0.3,-0.3,0.0,[Fe/H],1732.91,100.03,-89.87
Kepler-1847 b,Kepler-1847,1,1,1,Transit,2021,Kepler,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,11.12969971,,,0.0,2.745,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6122.0,190.0,-232.0,0.0,0.96,0.31,-0.1,0.0,1.04,0.14,-0.14,0.0,-0.18,0.3,-0.3,0.0,[Fe/H],1693.86,128.57,-111.91
WASP-159 b,WASP-159,1,1,1,Transit,2018,SuperWASP-South,Published Confirmed,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,3.840401,7e-06,-7e-06,0.0,15.468,1.009,-1.009,0.0,174.8065,25.4264,-25.4264,0.0,174.8065,25.4264,-25.4264,0.0,0.0,,,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,F9,6120.0,140.0,-140.0,0.0,2.11,0.1,-0.1,0.0,1.41,0.12,-0.12,0.0,0.22,0.12,-0.12,0.0,,715.383,10.775,-10.466
Kepler-1921 c,Kepler-1921,1,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.15722086,1.947e-05,-1.947e-05,0.0,1.41,0.33,-0.57,0.0,,,,,,,,,0.0,,,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6120.0,195.0,-217.0,0.0,2.0,0.47,-0.8,0.0,1.25,0.19,-0.23,0.0,0.02,0.25,-0.3,0.0,[Fe/H],928.989,15.253,-14.777
Kepler-1921 b,Kepler-1921,1,1,2,Transit,2021,Kepler,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,20.03479958,,,0.0,2.895,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6120.0,195.0,-217.0,0.0,2.0,0.47,-0.8,0.0,1.25,0.19,-0.23,0.0,0.02,0.25,-0.3,0.0,[Fe/H],928.989,15.253,-14.777
HD 28109 d,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,84.25999,0.00744,-0.00662,0.0,3.25,0.11,-0.11,0.0,5.681,2.738,-2.11,0.0,5.681,2.738,-2.11,0.0,0.0864,,,1.0,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,F8/G0 V,6120.0,50.0,-50.0,0.0,1.45,0.04,-0.04,0.0,1.26,0.08,-0.08,0.0,0.0,0.1,-0.1,0.0,[Fe/H],139.611,0.429,-0.427
HD 28109 c,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,56.00819,0.00194,-0.00202,0.0,4.23,0.11,-0.11,0.0,7.943,4.227,-3.046,0.0,7.943,4.227,-3.046,0.0,0.1203,,,1.0,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,F8/G0 V,6120.0,50.0,-50.0,0.0,1.45,0.04,-0.04,0.0,1.26,0.08,-0.08,0.0,0.0,0.1,-0.1,0.0,[Fe/H],139.611,0.429,-0.427
HD 28109 b,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,22.89104,0.00035,-0.00036,0.0,2.199,0.098,-0.1,0.0,18.496,9.12,-7.609,0.0,18.496,9.12,-7.609,0.0,0.3307,,,1.0,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,F8/G0 V,6120.0,50.0,-50.0,0.0,1.45,0.04,-0.04,0.0,1.26,0.08,-0.08,0.0,0.0,0.1,-0.1,0.0,[Fe/H],139.611,0.429,-0.427
HAT-P-46 b,HAT-P-46,1,1,1,Transit,2014,HATNet,Published Confirmed,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,4.463129,4.8e-05,-4.8e-05,0.0,14.392,3.038,-1.491,0.0,156.684,26.061,-16.526,0.0,156.684,26.061,-16.526,0.0,0.123,0.12,-0.12,0.0,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,6120.0,100.0,-100.0,0.0,1.4,0.29,-0.14,0.0,1.28,0.1,-0.06,0.0,0.3,0.1,-0.1,0.0,[Fe/H],290.736,5.11,-4.94
