pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,sy_dist,sy_disterr1,sy_disterr2
Kepler-1697 b,Kepler-1697,1,1,1,Transit,2020,Kepler,Published Confirmed,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,33.4969,,,0.0,1.26,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4681.53,150.05,-129.91,0.0,0.77,0.06,-0.07,0.0,0.75,0.1,-0.09,0.0,0.034,0.032,-0.032,0.0,[M/H],247.771,0.803,-0.797
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,1,Radial Velocity,2021,Multiple Observatories,Published Confirmed,<a refstr=NIEDZIELSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..58N/abstract target=ref>Niedzielski et al. 2021</a>,193.2,0.4,-0.4,0.0,,,,,,,,,1938.763,222.481,-222.481,0.0,0.08,0.05,-0.03,0.0,<a refstr=NIEDZIELSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..58N/abstract target=ref>Niedzielski et al. 2021</a>,,4679.0,10.0,-10.0,0.0,9.99,1.6,-1.6,0.0,1.04,0.15,-0.15,0.0,-0.38,0.06,-0.06,0.0,[Fe/H],613.422,24.3205,-24.3205
Kepler-1157 b,Kepler-1157,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.45743164,1.699e-05,-1.699e-05,0.0,1.09,0.04,-0.2,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4679.0,54.66,-58.05,0.0,0.71,0.03,-0.03,0.0,0.76,0.03,-0.04,0.0,0.05,0.147,-0.177,0.0,[Fe/H],342.144,2.416,-2.383
Kepler-1520 b,Kepler-1520,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.65355357,1.6e-07,-1.6e-07,0.0,5.77,0.22,-0.3,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4677.0,82.29,-71.28,0.0,0.71,0.03,-0.03,0.0,0.76,0.03,-0.04,0.0,0.04,0.144,-0.152,0.0,[Fe/H],607.917,11.456,-11.047
K2-255 b,K2-255,1,1,1,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,1.96417,4e-05,-4e-05,0.0,2.9,0.28,-0.11,0.0,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4676.0,63.0,-61.0,0.0,0.69,0.01,-0.01,0.0,0.71,0.03,-0.03,0.0,-0.14,0.07,-0.06,0.0,[Fe/H],191.608,1.538,-1.515
WASP-10 b,WASP-10,1,1,1,Transit,2008,SuperWASP,Published Confirmed,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,3.0927616,1.12e-05,-1.12e-05,0.0,12.106,0.224,-0.224,0.0,1001.12,41.32,-34.96,0.0,1001.12,41.32,-34.96,0.0,,,,,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,,4675.0,100.0,,0.0,0.7,0.01,,0.0,0.75,0.04,,0.0,,,,,,140.998,0.75,-0.742
K2-81 b,K2-81,1,1,1,Transit,2016,K2,Published Confirmed,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,6.102325,0.00039,-0.000407,0.0,1.97,0.13,-0.11,0.0,,,,,,,,,0.06,0.144406,-0.051854,0.0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4674.13,140.71,-131.16,0.0,0.63,0.04,-0.03,0.0,0.75,0.07,-0.07,0.0,,,,,,252.318,2.731,-2.673
Kepler-925 b,Kepler-925,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,33.8678531,0.0001704,-0.0001704,0.0,2.34,0.66,-0.21,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4673.0,62.23,-104.92,0.0,0.72,0.03,-0.03,0.0,0.77,0.03,-0.04,0.0,0.12,0.142,-0.189,0.0,[Fe/H],611.115,15.205,-15.205
HD 5891 b,HD 5891,1,1,1,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,177.11,0.32,-0.32,0.0,,,,,,,,,2425.0429,454.4969,-454.4969,0.0,0.07,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4673.0,123.0,-123.0,0.0,10.64,0.99,-0.99,0.0,1.93,0.54,-0.54,0.0,-0.37,,,0.0,[Fe/H],283.502,4.863,-4.863
Kepler-543 b,Kepler-543,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.89961966,1.102e-05,-1.102e-05,0.0,2.5,0.12,-0.26,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4671.0,85.64,-76.72,0.0,0.67,0.03,-0.03,0.0,0.7,0.05,-0.04,0.0,-0.19,0.148,-0.109,0.0,[Fe/H],221.802,1.036,-1.027
Kepler-202 c,Kepler-202,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.282493,3.8e-05,-3.8e-05,0.0,1.85,0.1,-0.1,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4668.0,100.0,-100.0,0.0,0.67,0.03,-0.03,0.0,,,,,,,,,,285.111,1.1135,-1.1135
Kepler-202 b,Kepler-202,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.069427,7e-06,-7e-06,0.0,1.63,0.1,-0.1,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4668.0,100.0,-100.0,0.0,0.67,0.03,-0.03,0.0,,,,,,,,,,285.111,1.1135,-1.1135
K2-247 c,K2-247,1,1,2,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,6.49424,0.0026,-0.00251,0.0,2.19,0.25,-0.23,0.0,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4667.0,305.0,-183.0,0.0,0.69,0.02,-0.01,0.0,0.74,0.03,-0.03,0.0,-0.08,0.22,-0.22,0.0,[Fe/H],258.113,2.049,-2.017
K2-247 b,K2-247,1,1,2,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.25021,0.00033,-0.00036,0.0,2.12,0.19,-0.16,0.0,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4667.0,305.0,-183.0,0.0,0.69,0.02,-0.01,0.0,0.74,0.03,-0.03,0.0,-0.08,0.22,-0.22,0.0,[Fe/H],258.113,2.049,-2.017
91 Aqr b,91 Aqr,1,3,1,Radial Velocity,2013,Lick Observatory,Published Confirmed,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,181.4,0.1,-0.1,0.0,,,,,,,,,1017.0,,,0.0,0.027,0.026,-0.026,0.0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,K0 III,4665.0,18.0,-18.0,0.0,11.0,0.1,-0.1,0.0,1.4,0.1,-0.1,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],44.0304,0.51325,-0.51325
K2-368 d,K2-368,1,1,3,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,20.201085,0.002354,-0.002736,0.0,1.948,0.152,-0.143,0.0,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4663.0,138.0,-138.0,0.0,0.66,0.05,-0.04,0.0,0.75,0.33,-0.23,0.0,-0.25,0.235,-0.235,0.0,[Fe/H],206.608,1.273,-1.258
K2-368 c,K2-368,1,1,3,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,9.660186,0.001164,-0.001169,0.0,1.361,0.114,-0.106,0.0,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4663.0,138.0,-138.0,0.0,0.66,0.05,-0.04,0.0,0.75,0.33,-0.23,0.0,-0.25,0.235,-0.235,0.0,[Fe/H],206.608,1.273,-1.258
K2-368 b,K2-368,1,1,3,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,5.025598,0.000287,-0.000342,0.0,1.332,0.107,-0.1,0.0,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4663.0,138.0,-138.0,0.0,0.66,0.05,-0.04,0.0,0.75,0.33,-0.23,0.0,-0.25,0.235,-0.235,0.0,[Fe/H],206.608,1.273,-1.258
Kepler-1341 b,Kepler-1341,1,2,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,132.9968322,0.0009243,-0.0009243,0.0,2.99,0.42,-0.37,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4662.0,43.09,-46.26,0.0,0.72,0.02,-0.02,0.0,0.79,0.02,-0.03,0.0,0.19,0.108,-0.188,0.0,[Fe/H],476.957,5.002,-4.901
Kepler-378 c,Kepler-378,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,28.906009,0.000216,-0.000216,0.0,0.7,0.05,-0.05,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4661.0,100.0,-100.0,0.0,0.67,0.04,-0.04,0.0,,,,,,,,,,152.094,0.43,-0.427
Kepler-378 b,Kepler-378,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.092361,7.3e-05,-7.3e-05,0.0,0.75,0.15,-0.15,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4661.0,100.0,-100.0,0.0,0.67,0.04,-0.04,0.0,,,,,,,,,,152.094,0.43,-0.427
NGTS-21 b,NGTS-21,1,1,1,Transit,2022,Paranal Observatory,Published Confirmed,<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,1.5433897,1.6e-06,-1.6e-06,0.0,14.908,0.336,-0.336,0.0,750.07504,66.74397,-66.74397,0.0,750.07504,66.74397,-66.74397,0.0,0.0,,,0.0,<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,K3 V,4660.0,41.0,-41.0,0.0,0.86,0.04,-0.04,0.0,0.72,0.04,-0.04,0.0,-0.26,0.07,-0.07,0.0,[Fe/H],592.891,15.995,-15.19
Kepler-1868 b,Kepler-1868,1,1,1,Transit,2021,Kepler,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,211.0339966,,,0.0,3.15,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4658.0,93.0,-93.0,0.0,0.69,0.04,-0.03,0.0,0.74,0.03,-0.04,0.0,0.0,0.15,-0.15,0.0,[Fe/H],274.18,0.9505,-0.9505
HD 59686 A b,HD 59686 A,1,2,1,Radial Velocity,2016,Lick Observatory,Published Confirmed,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,299.36,0.26,-0.31,0.0,,,,,,,,,2199.3836,57.2094,-76.2792,0.0,0.05,0.03,-0.02,0.0,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,K2 III,4658.0,24.0,-24.0,0.0,13.2,0.3,-0.3,0.0,1.9,0.2,-0.2,0.0,0.15,0.1,-0.1,0.0,[Fe/H],89.2721,0.73155,-0.73155
HATS-72 b,HATS-72,1,1,1,Transit,2020,HATSouth,Published Confirmed,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,7.3279474,1.6e-06,-1.6e-06,0.0,8.097,0.036,-0.036,0.0,39.85588,1.23954,-1.23954,0.0,39.85588,1.23954,-1.23954,0.0,0.013,,,1.0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,,4656.1,8.9,-8.9,0.0,0.72,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.099,0.014,-0.014,0.0,[Fe/H],127.589,0.614,-0.609
Kepler-615 b,Kepler-615,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.35584657,1.854e-05,-1.854e-05,0.0,1.74,0.09,-0.1,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4655.0,41.24,-43.29,0.0,0.69,0.03,-0.04,0.0,0.73,0.04,-0.04,0.0,-0.07,0.164,-0.164,0.0,[Fe/H],,,
Kepler-808 b,Kepler-808,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.63133235,3.5e-07,-3.5e-07,0.0,1.46,0.06,-0.08,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4653.0,51.38,-57.3,0.0,0.71,0.02,-0.04,0.0,0.76,0.03,-0.05,0.0,0.05,0.154,-0.207,0.0,[Fe/H],,,
Kepler-436 b,Kepler-436,1,1,2,Transit,2015,Kepler,Published Confirmed,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,64.00205,0.00072,-0.00072,0.0,2.73,0.23,-0.24,0.0,,,,,,,,,0.19,0.13,-0.11,-1.0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4651.0,100.0,-100.0,0.0,0.7,0.03,-0.02,0.0,0.73,0.03,-0.03,0.0,0.01,0.1,-0.1,0.0,[Fe/H],588.867,15.687,-14.907
Kepler-1048 b,Kepler-1048,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.92101021,2.415e-05,-2.415e-05,0.0,1.61,0.09,-0.08,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4651.0,59.42,-62.38,0.0,0.7,0.03,-0.03,0.0,0.75,0.03,-0.04,0.0,0.01,0.149,-0.16,0.0,[Fe/H],556.006,5.9145,-5.9145
WASP-59 b,WASP-59,1,1,1,Transit,2012,SuperWASP,Published Confirmed,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,7.919585,1e-05,-1e-05,0.0,8.687,0.762,-0.762,0.0,274.276,14.302,-14.302,0.0,274.276,14.302,-14.302,0.0,0.1,0.042,-0.042,0.0,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,K5 V,4650.0,150.0,-150.0,0.0,0.61,0.04,-0.04,0.0,0.72,0.04,-0.04,0.0,-0.15,0.11,-0.11,0.0,[Fe/H],115.936,0.574,-0.568
HAT-P-12 b,HAT-P-12,1,1,1,Transit,2009,HATNet,Published Confirmed,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,3.2130598,2.1e-06,-2.1e-06,0.0,10.749,0.325,-0.235,0.0,67.059,3.814,-3.814,0.0,67.059,3.814,-3.814,0.0,0.0,,,0.0,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,K4,4650.0,60.0,-60.0,0.0,0.7,0.02,-0.01,0.0,0.73,0.02,-0.02,0.0,-0.29,0.05,-0.05,0.0,[Fe/H],142.751,0.453,-0.45
BD+15 2375 b,BD+15 2375,1,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,153.22,0.44,-0.44,0.0,,,,,,,,,337.21763,85.8141,-85.8141,0.0,0.001,0.25,-0.001,0.0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,,4649.0,30.0,-30.0,0.0,8.95,1.45,-1.45,0.0,1.08,0.14,-0.14,0.0,-0.22,0.08,-0.08,0.0,[Fe/H],768.045,45.038,-45.038
Kepler-83 d,Kepler-83,1,2,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.169796,1.6e-05,-1.6e-05,0.0,1.94,0.13,-0.13,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4648.0,116.0,-116.0,0.0,0.59,0.03,-0.03,0.0,,,,,,,,,,400.409,5.153,-5.153
Kepler-354 d,Kepler-354,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,24.209842,0.000403,-0.000403,0.0,1.24,0.4,-0.4,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4648.0,200.0,-200.0,0.0,0.67,0.21,-0.21,0.0,,,,,,,,,,554.064,7.994,-7.774
Kepler-354 c,Kepler-354,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.934402,0.000228,-0.000228,0.0,1.31,0.42,-0.42,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4648.0,200.0,-200.0,0.0,0.67,0.21,-0.21,0.0,,,,,,,,,,554.064,7.994,-7.774
Kepler-354 b,Kepler-354,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.47666,2.4e-05,-2.4e-05,0.0,1.84,0.58,-0.58,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4648.0,200.0,-200.0,0.0,0.67,0.21,-0.21,0.0,,,,,,,,,,554.064,7.994,-7.774
Kepler-1032 b,Kepler-1032,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.29011795,5.05e-06,-5.05e-06,0.0,1.87,0.1,-0.08,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4647.0,57.14,-84.37,0.0,0.71,0.02,-0.02,0.0,0.77,0.03,-0.03,0.0,0.16,0.103,-0.211,0.0,[Fe/H],673.01,37.599,-33.879
Qatar-2 b,Qatar-2,1,1,1,Transit,2011,Qatar,Published Confirmed,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/abstract target=ref>Mancini et al. 2014</a>,1.33711647,2.6e-07,-2.6e-07,0.0,14.056,0.146,-0.146,0.0,792.635,17.162,-17.162,0.0,792.635,17.162,-17.162,0.0,0.0,,,0.0,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/abstract target=ref>Mancini et al. 2014</a>,,4645.0,50.0,-50.0,0.0,0.78,0.01,-0.01,0.0,0.74,0.02,-0.02,0.0,0.02,0.08,-0.08,0.0,[m/H],181.374,1.218,-1.203
Kepler-1058 b,Kepler-1058,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,110.96546,0.001146,-0.001146,0.0,2.72,0.11,-0.32,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4644.0,89.85,-112.73,0.0,0.69,0.03,-0.04,0.0,0.73,0.04,-0.05,0.0,-0.06,0.178,-0.171,0.0,[Fe/H],491.997,,
Kepler-742 b,Kepler-742,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.36086824,6.31e-06,-6.31e-06,0.0,3.24,0.11,-0.17,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4642.0,41.76,-44.03,0.0,0.71,0.02,-0.03,0.0,0.76,0.03,-0.04,0.0,0.07,0.157,-0.183,0.0,[Fe/H],489.253,6.325,-6.168
